day,area_id,ndids
2024-07-28,16,0
2024-07-28,29,13
2024-07-28,41,26
2024-07-28,64,0
2024-07-29,1,1
2024-07-29,2,0
2024-07-29,3,0
2024-07-29,4,1
2024-07-29,10,3
2024-07-29,11,0
2024-07-29,15,1
2024-07-29,24,2
2024-07-29,25,1
2024-07-29,28,127
2024-07-29,16,1
2024-07-29,29,7
2024-07-29,41,2
2024-07-29,64,2
2024-07-30,1,4
2024-07-30,2,1
2024-07-30,3,1
2024-07-30,4,1
2024-07-30,10,6
2024-07-30,11,0
2024-07-30,15,1
2024-07-30,24,2
2024-07-30,25,3
2024-07-30,28,116
2024-07-30,16,0
2024-07-30,29,7
2024-07-30,41,0
2024-07-30,64,1
2024-07-31,1,1
2024-07-31,2,0
2024-07-31,3,0
2024-07-31,4,1
2024-07-31,10,7
2024-07-31,11,0
2024-07-31,15,1
2024-07-31,24,1
2024-07-31,25,1
2024-07-31,28,119
2024-07-31,16,0
2024-07-31,29,15
2024-07-31,41,1
2024-07-31,64,0
2024-08-01,1,4
2024-08-01,2,2
2024-08-01,3,1
2024-08-01,4,0
2024-08-01,10,0
2024-08-01,11,2
2024-08-01,15,3
2024-08-01,24,2
2024-08-01,25,0
2024-08-01,28,2
2024-08-01,16,0
2024-08-01,29,7
2024-08-01,41,1
2024-08-01,64,1
2024-08-02,1,4
2024-08-02,2,3
2024-08-02,3,6
2024-08-02,4,0
2024-08-02,10,0
2024-08-02,11,2
2024-08-02,15,84
2024-08-02,24,2
2024-08-02,25,0
2024-08-02,28,3
2024-08-02,16,0
2024-08-02,29,11
2024-08-02,41,0
2024-08-02,64,0
2024-08-03,1,4
2024-08-03,2,43
2024-08-03,3,6
2024-08-03,4,0
2024-08-03,10,11
2024-08-03,11,0
2024-08-03,15,1
2024-08-03,24,0
2024-08-03,25,1
2024-08-03,28,130
2024-08-03,16,21
2024-08-03,29,16
2024-08-03,41,2
2024-08-03,64,0
2024-08-04,1,2
2024-08-04,2,0
2024-08-04,3,0
2024-08-04,4,0
2024-08-04,10,1
2024-08-04,11,0
2024-08-04,15,1
2024-08-04,24,0
2024-08-04,25,0
2024-08-04,28,1
2024-08-04,16,0
2024-08-04,29,20
2024-08-04,41,1
2024-08-04,64,0
